date,rating,content
2014.10.29,6,"I will keep this short for the sake of not spoiling anything. Right off i should say I love Nolan. I adore most of his movies, and Interstellar is no exception. It is a marvelous piece of work whose visuals will be hard to forget. His shots of space and the way he played with colors is rather masterful. Maybe i expected it to be greater than what i saw, but even though i was moved by the movie i did not quite feel like he created something great with 'Interstellar.' This could be attributed maybe to his overuse of sentimentalism in the father-daughter relationship he creates. Nolan really tries to make you cry with this one. I have never seen him use such powerful emotions in his movies; however that is not necessarily a good thing for this movie, given that he uses his time trying to develop a family relationship at the expense of flow and congruency. Again, the Visuals are completely off the charts. The visual imagery is truly beautiful and something that Nolan has always excelled at. Given that the most visually stunning movie in recent years, Gravity, recently came out, Interstellar does not lag behind and shows you a spectacle of Visual effects.He will most likely win Visual effects at the Oscars. The Hans's score is marvelous and will most likely earn an Oscar nomination. Matthew Mcconaughey's acting is good, but nothing stellar, especially coming off the best acting role of his career. He plays the character like it should be played, but Nolan's characters never being truly drawn out or rounded does not help him any.The same can be said for the rest of the cast. The little girl was marvelous though. I do not want to reveal any piece of the story whatsoever, but i have to say, it is one of the most original scripts i've ever seen.  Ultimately this movie is entertaining. There is no way Nolan can miss that. Another great thing that Nolan excels at is INSPIRING. By the time the credits rolled and people walked out, I sat there still in awe at the strong sense of human will the movie conveys. Personally, I don't think this is Nolan's best. I believe Memento stands as his masterpiece. But with Nolan, everyone has their own favorite movie. Maybe for some, Interstellar will be their favorite movie, for it is really Nolan's most ambitious and visually-striking work.  By the way, Anyone else who even tries to compare Interstellar to '2001: A Space Odyssey' is out of their mind. Kubrick's mission was to create art. Nolan in 'Interstellar' sets to awe and inspire its audiences. It is truly a great piece of work."
2019.04.17,10,All is amazing. I can't describe anything. It's a film that leads you to think about yourself and your plans in your life. I am a real series/movies' lover and... This was awesome.
2014.11.07,7,"Not many directors have the clout of Christopher Nolan. Most of them receive notes from their fretting studios: suggestions (or demands) to change plot points or highlight certain characters/actors, which must be adhered to for contractual or financial reasons. With huge, intelligent blockbuster successes like the Dark Knight franchise and Inception, Nolan has deservedly won carte blanche from Warner Bros. for Interstellar - he gets garguantan sums of money and complete autonomy to realise his artistic vision. In effect, he's making an indie movie on a blockbuster scale. Ironically, this lack of oversight might be just what keeps Interstellar - a very good, occasionally brilliant foray into the furthest reaches of our galaxy and beyond - from greatness. Cooper (Matthew McConaughey), a former pilot and engineer, is now reluctantly scraping together a living as a farmer on a starving Earth. With sandstorms swirling and food supplies dwindling by the day, it doesn't seem likely that Cooper's children, stoic Tom and inquisitive Murphy, will have much of a world left to inherit when they grow up. While investigating a 'ghost' in Murphy's bedroom, Cooper deciphers a message that brings him to a top-secret NASA base. Once there, Cooper learns from his former mentor, Dr Brand (Michael Caine), that NASA is looking for solutions to Earth's crisis in other galaxies. A recently-opened wormhole has given NASA and its scientists access to a whole new galaxy of planets. Brand appeals to Cooper to pilot the final and most important mission: to determine whether any of three identified planets can truly host human life. But it's a journey from which Cooper might never return - one that will take him away from his kids and everything he has ever known and loved. That's not even the half of it – Nolan's narrative is a sprawling, ambitious one that asks heavy metaphysical questions about the position and role of humanity in the universe, filtered through the prism of a father and daughter whose bond transcends time and space. It's shot through with complex scientific theories about wormholes and time travel courtesy of theoretical physicist Kip Thorne (who served as a consultant on the film). Indeed, much of Interstellar plays with such philosophical gravity that one can't help wondering if it's simply too deep a subject to be effectively communicated in a movie that must also create emotional stakes and real characters. Clocking in at almost three hours, Interstellar pulses with intelligence and occasional bursts of brilliance. The science and emotion of its story works best on each planet they manage to visit, with Nolan crafting some chillingly smart sci-fi moments amidst the human drama experienced by Cooper's crew. As badly as Cooper wants to save enough fuel to make the return trip home, Amelia Brand (Anne Hathaway) has both professional and personal stakes in visiting the planet that's furthest away from the wormhole. They trade hope for time, the minutes they use to hunt for salvation translating into the loss of decades with their loved ones. The film is at its best when the members of the Endurance - including David Gyasi's Romilly and Wes Bentley's Doyle - confront one another, and establish contact (or fail to do so) with the scouting teams that preceded them through the wormhole. But Interstellar also suffers from a bloated and faintly silly final act. The science of it may be well-founded (who knows, after all, what miraculous answers really do lie within a black hole?) and the concept very cool, but it doesn't quite translate as such. Instead, the film hyper-blasts itself into a oddly cheerful (and confusing) ending that feels purely fictional and not at all scientific. There's no denying, either, that Nolan could have carved half an hour or more out of Interstellar without losing any of its narrative or emotional density. Instead, many scenes unfold in an almost obstinately languid fashion, including a moment when Cooper is left gasping for oxygen on the icy terrain of an alien planet. It's pretty evident, too, that Nolan really wanted to make sure his audiences knew how little greenscreen he used to make the film; for no other discernible reason, his camera lingers in extreme close-up - and far too often - on the exterior shells of the various spacecrafts designed for the film. Nolan can afford the best when it comes to his cast as well, and it shows. McConaughey anchors the film with a gravitas and tenderness quite unknown before his career McConnaissance, and he's ably supported by a steely Hathaway, whose character, just like the film she's in, blends cold, pragmatic science with a churning wealth of emotion. Jessica Chastain and Matt Damon, in roles perhaps best left unspecified to avoid any explicit spoilers, are excellent too - the former radiates quite enough warmth and intelligence to make us believe that she can save the world, and the latter admirably treads in morally grey areas to good effect. For months before its release, Nolan kept Interstellar firmly under wraps. Everyone speculated that it would be a game-changer - a sci- fi blockbuster as thrilling and thought-provoking as it is entertaining. In some ways, that's true of the final product: Nolan's film is brave, brainy film-making, and it looks absolutely spectacular. But, on closer examination, Interstellar loses some of its gloss and varnish - and beneath it all lies an unwieldy script that meanders a little too long and wastes a little too much of the big, breathtaking ideas that underpin its story."
2014.11.11,5,"So, did I get this right? The essence of time-space relativity is that you're able to see a younger version of yourself from behind a bookcase, and shout in vain that you shouldn't do what you're about to do?  Yes, that's how silly this movie is. 'Interstellar' is supposed to be a film exploring Einstein's relativity theory. It shows how space travelers enter a 'wormhole' to find new planets where they can find a future for mankind, which is suffering from heat, drought and hunger on planet Earth. By doing so, they enter a parallel time frame where one hour equals seven years on earth. The problem is that the film is tackling this subject in such a clumsy way that it makes you laugh rather than anything else.  Take the robots that assist the space travelers during their voyage through time and space. Are we really to believe that thinking computers in the future would take the form of clunky metal boxes, assembled in such a way that they can walk on two legs? I would suppose an intelligent operating system for a smart phone or iPad would be much more convenient. In that respect, 'Her' was much more realistic.  I could go on. How about a top scientist saying things like: 'Only love transcends time and space, so why don't we put our trust in that?' Or how about handing the command of the space ship that's supposed to save the human race to a farmer who finds the secret launching pad by coincidence? And how about the only woman in the crew being in love with another space traveler who is lost somewhere on another planet?  Apart from this, there are several other things about this film I didn't like. The over-the-top soundtrack, filled with some sort of church organ music. The artificial dialogues, mostly intended to explain unexplainable things. The numerous melodramatic and tear-jerking scenes. The subtle message that love is superior to science. The countless scenes of the space ship shuddering and rattling, as if it were a Boeing flying through a patch of turbulence.  I had hoped this big budget production by a talented director like Christopher Nolan could appeal to non sci-fi fans like me. But I was disappointed."
2015.12.14,10,"Interstellar - Review Certain things in life are precious. Very precious. And so was the Film for me. Why you might ask? Well seldom do i get the chance where i find myself sitting in a cinema anxious and intrigued by what might come. In a time where trailers are omnipresent and going to the movies without having seen one seems unreasonable, outright stupid to some i had the magical chance to find myself in front of the IMAX on a cold November night with 2 tickets to Interstellar. My only knowledge was that Nolan directed it and McConaughey stars in it. The images were brilliant the acting was top notch and everything was blended together by Hans Zimmer and his Music. 169 minutes flew by me with my eyes fixed on the screen and my heart racing. And there it was.. The ending. I couldn't believe it . I was reliving, rethinking the movie while the credit scenes rolled enjoying the moment, the smell of popcorn, my comfortable seat and what do i see next to me? Ninety percent of the people in the cinema rushing outside after the first second of the credit scenes.  ..  . Well apparently people enjoy movies different than i do. Maybe i should start watching trailers again :)."
2018.06.24,10,"I hadn't seen this but movie and caught it on a flight back from the DR.  One of my favorite movies of all time. I would give the first half of the movie an 11/10, just completely enjoyed it as a sci fi/ thriller(in the sense of so much always being on the line). I loved the acting and just yeah, a great movie and one you should go see if you never have"
2014.11.05,10,"I have been a cinema lover for years, read a lot of reviews on IMDb and everywhere, and never found the right movie to write my first review. I always thought I would wait for THE movie. And this is IT! When I first heard that Nolan was preparing a sci-fi movie, I felt like a kid again, waiting for his Christmas gift under the tree. I knew it would become a classic. And I'm sure it will. First of all, it is incredibly beautiful to watch. Honestly, it was so beautiful that I felt like I was sucked into the movie. The way Nolan decided to show some scenes really remind me of 2001 A Space Odyssey (actually many things will probably remind you of this movie). We can feel the talent of Christopher Nolan, just by looking at the way it is filmed. The techniques he used contribute to create that visual environment in a believable way. The sound environment is just mesmerizing. It is a very important part of the movie, because some scenes take place in space, and Noland just found the right way to use sound. The soundtrack (made by the great Hans Zimmer) is breathtaking, epic, amazing, unreal. I could find a lot more adjectives to qualify it, but you have to hear it to understand how epic they are.  These two important parts (image and sound) create a stunning atmosphere. You will forget you are in a movie theater, and you will be lost in space, sucked into the adventures of this new Space Odyssey, begging for more. It is a truly unique experience. I can say that I have never felt something like that in a movie theater (at least not for the past ten years). Then, of course, the cast. First of all, Matthew McConaughey. I discovered this actor in Tropic Thunder, but he didn't really convince me, though he was quite funny. Then I saw Dallas Buyers Club. Since that movie, I love him. In this movie... Well, he is the movie. I exaggerate a bit, since there are other great actors (some even unexpected with a special guest) who play extremely well. But he is just what was needed to feel the human part of the story (which is very important in Interstellar). He is capable of making us feel so many different emotions all along the story, as a father, as a human. Anne Hathaway was very convincing, all together the actors managed to create some harmony, which makes the human interactions credible. Caine, Chastaing and Affleck are a perfect choice. And then there is... The special guest, I will call him 'X'. His role, which could be seen as a minor role, is actually much more important than that. He proves, once again, that he is a great actor. Watch and see. And finally, the scenario/story. I won't spoil anything here; I'll just try to convince you how great it is. Nolan is known to revolutionize everything when he tries a new genre in cinema. Well, once again he did it. With The Dark Knight he revolutionized the superhero genre. With Interstellar he's revolutionizing the sci-fi genre in cinema. From what I heard, he worked with a physicist (in gravitational physics and astrophysics) to help him with that movie. And we can feel and see it. During the fifties, Asimov laid the foundations of modern science fiction. Lucas and Kubrick did the same in cinema. Today, Nolan is laying the new foundations of the genre in cinema, proving that cinema is still at the beginning of what can be done (brace yourselves my friends, we have not seen anything yet).  Why? Well, simply because we only know a few things about space, some things can't be proved for the moment, so we can use theory, and make the best of it. That is exactly what Nolan did. He used theories that exist today, and made a movie about mankind, about pioneers, about humanity, about us. Because, in spite of all the sci-fi aspect, it is a story about humanity. McConaughey, Hathaway, and mainly 'X', will managed to convince you about that. My rating for this movie can only be a 10, because in itself, it is a beginning for a new kind of cinema. It IS a classic. Those who say 'we can't compare this movie to 2001 Space Odyssey, nor can we compare Nolan to Kubrick' are wrong. We can, and we should. Talented people don't live only in the past, some genius live today, among us. And Nolan is one of them. Many say that he is overrated. I truly don't think so. Only time will answer that. This is the sci-fi movie of the decade, and probably the best movie Nolan ever made. Just go for it, without a second thought."
2020.08.28,10,"There is not even a single day I don't think of this movie, it's scenes , it has a profound impact on me and it shall remain with me forever."
2016.01.27,9,"Set in a future where crop species are going extinct one after another former test pilot Joseph Cooper is now a farmer growing corn. His daughter Murphey thinks there is a ghost in her room; Cooper doesn't believe in ghosts but accepts that something is there when the dust on the floor is a set of coordinates in binary form. He goes to that location and finds himself at a NASA base where he learns of a secret programme to find another habitable world involving a wormhole discovered near Saturn. He is asked to take part in a mission to find the best planet out of three orbiting a black hole; each of which has a scientist who went on a one way mission sending data back. The plan is to find a world to transfer humanity to but if that is impossible there is a back-up plan for the crew to raise the 5000 embryos stored aboard their ship. Time is an issue as it moves at a different rate near the black hole; this means that as hours pass for Cooper years are passing back on Earth. This film starts at a gentle pace gradually explaining what has happened to the Earth before getting the mission to save the world started; this means the separation of Cooper and Murphey is more emotional. Once the mission is underway there is plenty of tension, including some particularly gripping moments on the second planet they visit. The small cast does a fine job; especially Matthew McConaughey, who plays Cooper; Anne Hathaway, who plays Amelia Brand a scientist aboard the mission; and Mackenzie Foy and Jessica Chastain, who play the younger and older Murphey. The effects looked great, as one would expect in a film from Christopher Nolan, and I was pleased that space was depicted as silent; something that is both scientifically correct but also more impressive. Things do get a little confusing near the end but in a way that made me want to watch again rather than causing frustration. Overall I'd recommend this to somebody looking for intelligent science fiction in the mould of '2001 – A Space Odyssey' although this has more emotion to it than that classic."
2019.10.06,10,THIS IS A MANKIND ACHIEVEMENT. THE BEST MOVIE EVER MADE. IS ANYONE HAS DOUBT?
2014.11.08,0,"I was extremely lucky to get the chance to see this film upon its first day release, before entering the cinema, my expectations were already high, after all, this was a film from the cinematic genius who brought us the likes of 'Inception' and 'The Dark Knight', to summarise the following review in a single sentence: I left the cinema in extreme awe from the visual masterpiece I had just viewed. A film that explores the psychological and emotional state of a man whose life revolves around his family, 'Interstellar' is a thrilling and thought-provoking film that boasts an intellectual story masterfully written by the Nolan brothers. Whilst there seems to have been influence from films like '2001: A Space Odyssey' and 'Apollo 13', 'Interstellar' is unique in its own way. Whilst the subject may be hard to comprehend at times, it can't be denied how visually monumental and thoughtful Christopher Nolan's epic science fiction masterpiece is, and can easily be named the best film of this year and possibly one of the greatest science fiction films to have ever graced the screen. A sheer brilliant feat of cinema."
2015.05.20,6,"You would think the story is adventurous, exciting, beautiful! Its not at all what I had hoped. It is slow, dark as a black hole, loud as an old Barton Theater Organ playing Fugue in D Minor interesting as a litter box.  The story is thin.....I can't blame the actors, the entire plot is pretty simple. Can't inhabit earth, find somewhere else to live. Interstellar is a repeat of time continuum stories you have heard or seen before, I wont spoil it, but it's all been told before.  Dialog is dreary, slow, ponderous. The comparison to 2001 is preposterous. The wonder and awe of 2001 and other movies before it was it had never been done it was the first. 2001 was all done without the advanced technology we have in computer imagery we have today. 2001 was a pioneering effort. This is not at all pioneering, inventive or surprising if you read science fiction at all.  The imagery is not all that unique or impressive. The constant thumping and droning of background music was mind numbing. Most of the show I was trying to nod off, but for the LOUD THEATER ORGAN playing in the background I probably would have.  I have to agree with some of the reviewers who thought the whole show was ridiculous and in some ways they are right. Somehow science has advanced enough to create interstellar space travel but not far enough to build power cells, clean power, they are still burning fossil fuels. The robots are Lego like, silly looking clunks of stainless steel....it is all so ridiculous.  I would not call this HORRIBLE or AWFUL I have seen some real stinkers over the years. Interstellar is not so ridiculous it is a parody of a good movie it is just not a great movie some had hoped it to be."
2014.11.01,10,"The film begins by establishing at his own rhythm its ambitions: men overexploited land resources, which is why the only goal they have left is to survive. This life is not enough for Cooper, brilliantly played by McConaughey who gave body and soul to this character. But all of this wouldn't hold without the total control of Christopher Nolan, based on the languishing soundtrack by Hans Zimmer, the luminous and impenetrable photography of Hoyte Van Hoytema, and the sincerity of Nolan's directing. He manages to film the characters and to find the right cut at the right time, always in harmony with Hans Zimmer's soundtrack, to give the film an aspiring and inspiring dimension that went missing for many many years. Thus we are transported into the same cockpit that Cooper, we feel the same remorse that he can already feel, we feel the same gravity, and we feel the same fear of the unknown melted with the force of his will. All of this is brilliantly illustrated in a very simple directing choice, which from my point of view is the decisive impetus of the film: to directly jump from when Cooper leaves in his truck, leaving his family behind him, to Endurance taking off. This simple editing decision allows Nolan to give an original movement to his film, and the musical crescendo makes us physically feel the sentimental break between two parts of the film. You don't necessarily have to understand it immediately : The film will raise questions in you, such as : what is it to be a human being, is there some physical limitations to our humanity, how far could we be willing to go to determine knowledge, is there other dimensions that we can not access to, and above all: what is the nature of this intact and immutable bond that unites us to others wherever we are in the universe ? Is this bond only intelligible, or is it also tangible ? All these questions resonate in harmony in Nolan's Interstellar.  Interstellar is itself a crescendo, increasing sensitivity and creativity. I use the term deliberately because it goes crescendo with the soundtrack by Hans Zimmer, which is one of the most beautiful music ever scored for a sci-fi movie. We are witnessing a perfect musical arrangement, a total symbiosis, a bit like the music of Gravity which had understood very well how to match the image and the rhythm of a sequence to its own musicality. Zimmer's crescendos are giving a new powerful breath to every new scene, whether it is in visually powerful & intense moments or in more intimate moments; it intrudes into our momentary feelings and sensations, and manages to extend them, sometimes almost to choking, before resting on the balance of the film frame along with our mind spell-bounded.  I have seen all the talent of the director that I knew he was outside the norm, but whom I did not know his capacity to reinvent itself. Because this is it: Interstellar is not an action movie, not really a blockbuster, and it goes not entirely but mostly again the expectations of common people. It's much more than that. This is much more than just a sci-fi movie. It is unlike any of his previous films. Some hoped to see Interstellar as Christopher Nolan's best film, and they were disappointed that this was not the case. And indeed, THIS IS NOT THE BEST FILM of Christopher Nolan. Because in a way, IT IS HIS FIRST FILM. I'm not saying that Interstellar is not as good as his other films, it goes beyond all of them. But to me Interstellar is the first film of a new stage in Nolan's filmography ; it is a masterpiece as it the beginning of a work ahead. Interstellar is the proof that Nolan has finally managed, despite all the expectations that were placed on him after the success of The Dark Knight, to move away from his own reputation to create a personal work, original, humble, sincere and deeply, meticulously, measured. Now, in this third act of the film, it all comes to life with unparalleled strength. Nolan poses and answers questions that raise others. But he focuses his attention on the great mystery of love, that emotional bond that can unite men and sometimes separate them. But Nolan is the only one that can successfully speak of love from a being to another in a film that mainly takes place in a another galaxy. From my point of view, only Solaris by Steven Soderbergh (2002), unfortunately neglected by the audience, was able to accomplish that. Interstellar is based on a premise which is the following : from terrestrial dust to the depths of space and time, we can never be separated from who we are as individuals and as a species, as we always leave a part of ourselves 'behind' us. In other words, I could say that this is a human story, and even if we go as far as we want to, if we travel through the universe believing that we can be detached of the one we are fond of, we will only get closer to them. Because the separation, and thus the distance and time, can only ultimately reinforce the relationship between the people who really love each other. Because it is going to the end of the world, when we reach the end of ourselves, that we reach the singularity of the 'black hole beyond the horizon' * : it is our humanity. No, I wasn't been able to find any bad flaws in the film. Not one, and I'm still looking. After all, Interstellar is like gravity, 'all it takes is a little push ! ' *you'll have to see the movie to figure that one out. Félix Tardieu, November 1st, 2014"
2014.11.13,6,"Though I am not a Bat-person, and do not wish to become one, I have admired Christopher Nolan for his early films and 'Inception', though, with the exception of 'Insomnia', I always regarded them as, in the immortal words of Andrew Sarris 'less than meets the eye'. I do not like to call films pretentious, but with 'Memento' and 'Inception' the word certainly came to mind. They seemed shallow pretending to be deep. The same is, in my opinion, certainly true of 'Interstellar'. Yes, it carries you along for a ride, and yes the special effects are great, and yes, it might give us pause to think what will, in fact, be the destiny of our species. But, my dear Mr Nolan, surely you must realise that our species will not survive by planting American flags on distant planets. And, like 'Gravity' before it, the search for a happy ending has totally destroyed any shred of credibility of what might have gone before. The image of Cooper floating around Saturn without his spaceship, waiting to be picked up by a passing probe (just before his oxygen runs out, of course) is so ridiculous that if Stanley Kubrick were to be told that it is a respectful reference to the 'starchild' at the end of '2001', he'd punch you in the nose.  'Interstellar' - for all of its attempts to incorporate relativistic time dilation and very clever (I do not use that word in a derogatory sense) visual representation of multi-dimensional string theory towards the end, is void of any real cultural insight. The film simply extends 'The Wizard of Oz' into the space age and decides at the end that there is really somewhere better than home. It is TOSH! Great films tell us something memorable about the human condition, or the nature of cinema itself. This film, for all its quotes from Dylan Thomas does neither. It is for people who think that the word 'awesome' has some profound meaning and not, as is the case, an excuse for not finding a more appropriate and restrained reaction.  Any suggestion that it deserves a Best Picture Oscar is a sad comment on the way that those awards have become debased in recent years."
2014.11.07,5,"I do not know what kind of PR team the production team has hired to promote this film, but obviously they are doing great job as it has already higher score than Inception... Seriously guys??? This film has 5/10 stars at best, and even that for just potential. Rest of it is lost because the film has absolutely no logic to it. Stupid, illogical and at times really boring and long. Even though I am no scientist, it was so stupid on so many levels with even the most basic of facts that I have no comments to this.... Set your expectations low- no way in hell does this film deserve any of that praise posted here...."
2023.01.14,10,"It's difficult to put into words how powerful this film is. In fact, I'd go as far to say as this is so much more than just a film. After watching this, you somehow feel as if you've experienced a whole lifetime in a mere 3 hours. There isn't a single moment that goes unwasted; everything is purposeful. This is a sci-fi film in which the 'fi' part enables the film to convery so many powerful messages. It puts just the right amout of focus on science without trying too hard to explain or prove itself. To me, one of the most powerful effects this film has left me with is the concept of impermanence. Our time on this world is finite and we should cherish and embrace it as much as we can. The film also fiddles with the concept of time and uses it as an integral part of the plot. But perhaps the most powerful message of this film is of the human condition. Yes, as humans we have our shortcomings. But we can also show remarkable empathy, dedication and ingenuity. I would be lying if I said I wasn't highly emotional while watching this film. In fact, I found myself breaking into tears several times throughout the film. I know this review wasn't very analytical - I will say the following though: this film is so immersive and well done that you forget you're watching a film. The acting is simply superb and believable at all times. Reviewing this without talking about the audio and the music would be a great disservice. The film is accompanied by one of the most brilliant soundtracks. From a composition perspective, it might seem that there isn't a lot going on in the music. But the power of the soundtrack is in its simplicity and the emotions it manages to evoke. I will end this review by saying that I truly think this film has made me a better person in some sense. It reminded me of how powerful humans can be, and how we should use our finite time on this planet to care and be empathic towards each other and our planet."
2015.01.25,9,"A team of explorers travel through a wormhole in an attempt to ensure humanity's survival. Going into this I had mixed feelings because some have praised it, others have panned it, and some say it is good with reservations. There were allegedly issues with he sound in theaters, and any number of other issues. Then, when we get to the Oscars, the film gets nominations in the technical fields but not in the top honors. This was wrong. Maybe this is not the best role from Matthew McConaughey or Anne Hathaway. Though, the fact that a 'Hathaway hater' like myself enjoyed it should say something. And I think Jessica Chastain should have received a Best Supporting nomination. She easily outshines Laura Dern in 'Wild'. This may be the greatest ever film about physics."
